Flat profile:

Each sample counts as 0.01 seconds.
 no time accumulated

  %   cumulative   self              self     total           
 time   seconds   seconds    calls  Ts/call  Ts/call  name    
                0.00    0.00       6/6           std::allocator_traits<std::allocator<char> >::select_on_container_copy_construction(std::allocator<char> const&) [75]
-----------------------------------------------
                0.00    0.00       6/6           std::vector<char, std::allocator<char> >::vector(std::vector<char, std::allocator<char> > const&) [77]
[69]     0.0    0.00    0.00       6         std::_Vector_base<char, std::allocator<char> >::_M_get_Tp_allocator() const [69]
-----------------------------------------------
                0.00    0.00       6/6           std::vector<char, std::allocator<char> >::vector(std::vector<char, std::allocator<char> > const&) [77]
[70]     0.0    0.00    0.00       6         std::vector<char, std::allocator<char> >::size() const [70]
-----------------------------------------------
                0.00    0.00       1/6           ConnectFourBoard::initBoard() [121]
                0.00    0.00       1/6           std::vector<std::vector<char, std::allocator<char> >, std::allocator<std::vector<char, std::allocator<char> > > >::_S_check_init_len(unsigned long, std::allocator<std::vector<char, std::allocator<char> > > const&) [145]
                0.00    0.00       1/6           std::vector<std::vector<char, std::allocator<char> >, std::allocator<std::vector<char, std::allocator<char> > > >::_M_move_assign(std::vector<std::vector<char, std::allocator<char> >, std::allocator<std::vector<char, std::allocator<char> > > >&&, std::integral_constant<bool, true>) [144]
                0.00    0.00       3/6           std::_Vector_base<std::vector<char, std::allocator<char> >, std::allocator<std::vector<char, std::allocator<char> > > >::_Vector_impl::~_Vector_impl() [97]
[71]     0.0    0.00    0.00       6         std::allocator<std::vector<char, std::allocator<char> > >::~allocator() [71]
                0.00    0.00       6/6           __gnu_cxx::new_allocator<std::vector<char, std::allocator<char> > >::~new_allocator() [67]
-----------------------------------------------
                0.00    0.00       6/6           char* std::__copy_move_a2<false, char const*, char*>(char const*, char const*, char*) [83]
[72]     0.0    0.00    0.00       6         char* std::__copy_move<false, true, std::random_access_iterator_tag>::__copy_m<char>(char const*, char const*, char*) [72]
-----------------------------------------------
                0.00    0.00       6/6           std::_Vector_base<std::vector<char, std::allocator<char> >, std::allocator<std::vector<char, std::allocator<char> > > >::_Vector_impl_data::_M_swap_data(std::_Vector_base<std::vector<char, std::allocator<char> >, std::allocator<std::vector<char, std::allocator<char> > > >::_Vector_impl_data&) [108]
[73]     0.0    0.00    0.00       6         std::_Vector_base<std::vector<char, std::allocator<char> >, std::allocator<std::vector<char, std::allocator<char> > > >::_Vector_impl_data::_M_copy_data(std::_Vector_base<std::vector<char, std::allocator<char> >, std::allocator<std::vector<char, std::allocator<char> > > >::_Vector_impl_data const&) [73]
-----------------------------------------------
                0.00    0.00       1/6           std::vector<std::vector<char, std::allocator<char> >, std::allocator<std::vector<char, std::allocator<char> > > >::_M_fill_initialize(unsigned long, std::vector<char, std::allocator<char> > const&) [146]
                0.00    0.00       2/6           std::vector<std::vector<char, std::allocator<char> >, std::allocator<std::vector<char, std::allocator<char> > > >::_M_move_assign(std::vector<std::vector<char, std::allocator<char> >, std::allocator<std::vector<char, std::allocator<char> > > >&&, std::integral_constant<bool, true>) [144]
                0.00    0.00       3/6           std::vector<std::vector<char, std::allocator<char> >, std::allocator<std::vector<char, std::allocator<char> > > >::~vector() [111]
[74]     0.0    0.00    0.00       6         std::_Vector_base<std::vector<char, std::allocator<char> >, std::allocator<std::vector<char, std::allocator<char> > > >::_M_get_Tp_allocator() [74]
-----------------------------------------------
                0.00    0.00       6/6           __gnu_cxx::__alloc_traits<std::allocator<char>, char>::_S_select_on_copy(std::allocator<char> const&) [68]
[75]     0.0    0.00    0.00       6         std::allocator_traits<std::allocator<char> >::select_on_container_copy_construction(std::allocator<char> const&) [75]
-----------------------------------------------
                0.00    0.00       6/6           char* std::uninitialized_copy<__gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > >, char*>(__gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > >, __gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > >, char*) [84]
[76]     0.0    0.00    0.00       6         char* std::__uninitialized_copy<true>::__uninit_copy<__gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > >, char*>(__gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > >, __gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > >, char*) [76]
                0.00    0.00       6/6           char* std::copy<__gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > >, char*>(__gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > >, __gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > >, char*) [86]
-----------------------------------------------
                0.00    0.00       6/6           void std::_Construct<std::vector<char, std::allocator<char> >, std::vector<char, std::allocator<char> > const&>(std::vector<char, std::allocator<char> >*, std::vector<char, std::allocator<char> > const&) [78]
[77]     0.0    0.00    0.00       6         std::vector<char, std::allocator<char> >::vector(std::vector<char, std::allocator<char> > const&) [77]
                0.00    0.00       6/6           std::_Vector_base<char, std::allocator<char> >::_M_get_Tp_allocator() const [69]
                0.00    0.00       6/6           __gnu_cxx::__alloc_traits<std::allocator<char>, char>::_S_select_on_copy(std::allocator<char> const&) [68]
                0.00    0.00       6/6           std::vector<char, std::allocator<char> >::size() const [70]
                0.00    0.00       6/7           std::_Vector_base<char, std::allocator<char> >::_Vector_base(unsigned long, std::allocator<char> const&) [59]
                0.00    0.00       6/14          std::_Vector_base<char, std::allocator<char> >::_M_get_Tp_allocator() [32]
                0.00    0.00       6/114         std::vector<char, std::allocator<char> >::end() const [17]
                0.00    0.00       6/114         std::vector<char, std::allocator<char> >::begin() const [18]
                0.00    0.00       6/6           char* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > >, char*, char>(__gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > >, __gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > >, char*, std::allocator<char>&) [85]
-----------------------------------------------
                0.00    0.00       6/6           std::vector<char, std::allocator<char> >* std::__uninitialized_fill_n<false>::__uninit_fill_n<std::vector<char, std::allocator<char> >*, unsigned long, std::vector<char, std::allocator<char> > >(std::vector<char, std::allocator<char> >*, unsigned long, std::vector<char, std::allocator<char> > const&) [140]
[78]     0.0    0.00    0.00       6         void std::_Construct<std::vector<char, std::allocator<char> >, std::vector<char, std::allocator<char> > const&>(std::vector<char, std::allocator<char> >*, std::vector<char, std::allocator<char> > const&) [78]
                0.00    0.00       6/6           std::vector<char, std::allocator<char> > const& std::forward<std::vector<char, std::allocator<char> > const&>(std::remove_reference<std::vector<char, std::allocator<char> > const&>::type&) [87]
                0.00    0.00       6/6           operator new(unsigned long, void*) [89]
                0.00    0.00       6/6           std::vector<char, std::allocator<char> >::vector(std::vector<char, std::allocator<char> > const&) [77]
-----------------------------------------------
                0.00    0.00       6/6           char* std::__copy_move_a<false, __gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > >, char*>(__gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > >, __gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > >, char*) [81]
[79]     0.0    0.00    0.00       6         char* std::__niter_base<char*>(char*) [79]
-----------------------------------------------
                0.00    0.00       6/6           char* std::__copy_move_a<false, __gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > >, char*>(__gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > >, __gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > >, char*) [81]
[80]     0.0    0.00    0.00       6         char* std::__niter_wrap<char*>(char* const&, char*) [80]
-----------------------------------------------
                0.00    0.00       6/6           char* std::copy<__gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > >, char*>(__gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > >, __gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > >, char*) [86]
[81]     0.0    0.00    0.00       6         char* std::__copy_move_a<false, __gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > >, char*>(__gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > >, __gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > >, char*) [81]
                0.00    0.00      12/12          char const* std::__niter_base<char const*, std::vector<char, std::allocator<char> > >(__gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > >) [36]
                0.00    0.00       6/6           char* std::__niter_base<char*>(char*) [79]
                0.00    0.00       6/6           char* std::__copy_move_a1<false, char const*, char*>(char const*, char const*, char*) [82]
                0.00    0.00       6/6           char* std::__niter_wrap<char*>(char* const&, char*) [80]
-----------------------------------------------
                0.00    0.00       6/6           char* std::__copy_move_a<false, __gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > >, char*>(__gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > >, __gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > >, char*) [81]
[82]     0.0    0.00    0.00       6         char* std::__copy_move_a1<false, char const*, char*>(char const*, char const*, char*) [82]
                0.00    0.00       6/6           char* std::__copy_move_a2<false, char const*, char*>(char const*, char const*, char*) [83]
-----------------------------------------------
                0.00    0.00       6/6           char* std::__copy_move_a1<false, char const*, char*>(char const*, char const*, char*) [82]
[83]     0.0    0.00    0.00       6         char* std::__copy_move_a2<false, char const*, char*>(char const*, char const*, char*) [83]
                0.00    0.00       6/6           char* std::__copy_move<false, true, std::random_access_iterator_tag>::__copy_m<char>(char const*, char const*, char*) [72]
-----------------------------------------------
                0.00    0.00       6/6           char* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > >, char*, char>(__gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > >, __gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > >, char*, std::allocator<char>&) [85]
[84]     0.0    0.00    0.00       6         char* std::uninitialized_copy<__gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > >, char*>(__gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > >, __gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > >, char*) [84]
                0.00    0.00       6/6           char* std::__uninitialized_copy<true>::__uninit_copy<__gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > >, char*>(__gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > >, __gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > >, char*) [76]
-----------------------------------------------
                0.00    0.00       6/6           std::vector<char, std::allocator<char> >::vector(std::vector<char, std::allocator<char> > const&) [77]
[85]     0.0    0.00    0.00       6         char* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > >, char*, char>(__gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > >, __gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > >, char*, std::allocator<char>&) [85]
                0.00    0.00       6/6           char* std::uninitialized_copy<__gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > >, char*>(__gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > >, __gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > >, char*) [84]
-----------------------------------------------
                0.00    0.00       6/6           char* std::__uninitialized_copy<true>::__uninit_copy<__gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > >, char*>(__gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > >, __gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > >, char*) [76]
[86]     0.0    0.00    0.00       6         char* std::copy<__gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > >, char*>(__gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > >, __gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > >, char*) [86]
                0.00    0.00      12/12          __gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > > std::__miter_base<__gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > > >(__gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > >) [35]
                0.00    0.00       6/6           char* std::__copy_move_a<false, __gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > >, char*>(__gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > >, __gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > >, char*) [81]
-----------------------------------------------
                0.00    0.00       6/6           void std::_Construct<std::vector<char, std::allocator<char> >, std::vector<char, std::allocator<char> > const&>(std::vector<char, std::allocator<char> >*, std::vector<char, std::allocator<char> > const&) [78]
[87]     0.0    0.00    0.00       6         std::vector<char, std::allocator<char> > const& std::forward<std::vector<char, std::allocator<char> > const&>(std::remove_reference<std::vector<char, std::allocator<char> > const&>::type&) [87]
-----------------------------------------------
                0.00    0.00       6/6           void std::_Destroy_aux<false>::__destroy<std::vector<char, std::allocator<char> >*>(std::vector<char, std::allocator<char> >*, std::vector<char, std::allocator<char> >*) [96]
[88]     0.0    0.00    0.00       6         void std::_Destroy<std::vector<char, std::allocator<char> > >(std::vector<char, std::allocator<char> >*) [88]
                0.00    0.00       6/7           std::vector<char, std::allocator<char> >::~vector() [63]
-----------------------------------------------
                0.00    0.00       6/6           void std::_Construct<std::vector<char, std::allocator<char> >, std::vector<char, std::allocator<char> > const&>(std::vector<char, std::allocator<char> >*, std::vector<char, std::allocator<char> > const&) [78]
[89]     0.0    0.00    0.00       6         operator new(unsigned long, void*) [89]
-----------------------------------------------
                0.00    0.00       1/5           std::_Vector_base<std::vector<char, std::allocator<char> >, std::allocator<std::vector<char, std::allocator<char> > > >::_Vector_impl::_Vector_impl() [131]
                0.00    0.00       2/5           std::_Vector_base<std::vector<char, std::allocator<char> >, std::allocator<std::vector<char, std::allocator<char> > > >::_Vector_impl::_Vector_impl(std::allocator<std::vector<char, std::allocator<char> > > const&) [107]
                0.00    0.00       2/5           std::_Vector_base<std::vector<char, std::allocator<char> >, std::allocator<std::vector<char, std::allocator<char> > > >::_Vector_impl_data::_M_swap_data(std::_Vector_base<std::vector<char, std::allocator<char> >, std::allocator<std::vector<char, std::allocator<char> > > >::_Vector_impl_data&) [108]
[90]     0.0    0.00    0.00       5         std::_Vector_base<std::vector<char, std::allocator<char> >, std::allocator<std::vector<char, std::allocator<char> > > >::_Vector_impl_data::_Vector_impl_data() [90]
-----------------------------------------------
                0.00    0.00       4/4           std::allocator<std::vector<char, std::allocator<char> > >::allocator(std::allocator<std::vector<char, std::allocator<char> > > const&) [92]
[91]     0.0    0.00    0.00       4         __gnu_cxx::new_allocator<std::vector<char, std::allocator<char> > >::new_allocator(__gnu_cxx::new_allocator<std::vector<char, std::allocator<char> > > const&) [91]
-----------------------------------------------
                0.00    0.00       1/4           std::vector<std::vector<char, std::allocator<char> >, std::allocator<std::vector<char, std::allocator<char> > > >::_S_check_init_len(unsigned long, std::allocator<std::vector<char, std::allocator<char> > > const&) [145]
                0.00    0.00       1/4           std::_Vector_base<std::vector<char, std::allocator<char> >, std::allocator<std::vector<char, std::allocator<char> > > >::get_allocator() const [128]
                0.00    0.00       2/4           std::_Vector_base<std::vector<char, std::allocator<char> >, std::allocator<std::vector<char, std::allocator<char> > > >::_Vector_impl::_Vector_impl(std::allocator<std::vector<char, std::allocator<char> > > const&) [107]
[92]     0.0    0.00    0.00       4         std::allocator<std::vector<char, std::allocator<char> > >::allocator(std::allocator<std::vector<char, std::allocator<char> > > const&) [92]
                0.00    0.00       4/4           __gnu_cxx::new_allocator<std::vector<char, std::allocator<char> > >::new_allocator(__gnu_cxx::new_allocator<std::vector<char, std::allocator<char> > > const&) [91]
-----------------------------------------------
                0.00    0.00       4/4           Computer::hasThreeConsecutive[abi:cxx11](ConnectFourBoard const&, char) const [41]
[93]     0.0    0.00    0.00       4         std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<int, int> >::pair<char const (&) [5], true>(char const (&) [5], std::pair<int, int> const&) [93]
                0.00    0.00       4/4           char const (&std::forward<char const (&) [5]>(std::remove_reference<char const (&) [5]>::type&)) [5] [95]
                0.00    0.00       4/8           std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string<std::allocator<char> >(char const*, std::allocator<char> const&) [46]
-----------------------------------------------
                0.00    0.00       4/4           Computer::hasThreeConsecutive[abi:cxx11](ConnectFourBoard const&, char) const [41]
[94]     0.0    0.00    0.00       4         std::pair<int, int>::pair<int, int, true>(int&&, int&&) [94]
                0.00    0.00       8/9           int&& std::forward<int>(std::remove_reference<int>::type&) [38]
-----------------------------------------------
                0.00    0.00       4/4           std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<int, int> >::pair<char const (&) [5], true>(char const (&) [5], std::pair<int, int> const&) [93]
[95]     0.0    0.00    0.00       4         char const (&std::forward<char const (&) [5]>(std::remove_reference<char const (&) [5]>::type&)) [5] [95]
-----------------------------------------------
                0.00    0.00       3/3           void std::_Destroy<std::vector<char, std::allocator<char> >*>(std::vector<char, std::allocator<char> >*, std::vector<char, std::allocator<char> >*) [101]
[96]     0.0    0.00    0.00       3         void std::_Destroy_aux<false>::__destroy<std::vector<char, std::allocator<char> >*>(std::vector<char, std::allocator<char> >*, std::vector<char, std::allocator<char> >*) [96]
                0.00    0.00       6/12          std::vector<char, std::allocator<char> >* std::__addressof<std::vector<char, std::allocator<char> > >(std::vector<char, std::allocator<char> >&) [34]
                0.00    0.00       6/6           void std::_Destroy<std::vector<char, std::allocator<char> > >(std::vector<char, std::allocator<char> >*) [88]
-----------------------------------------------
                0.00    0.00       3/3           std::_Vector_base<std::vector<char, std::allocator<char> >, std::allocator<std::vector<char, std::allocator<char> > > >::~_Vector_base() [99]
[97]     0.0    0.00    0.00       3         std::_Vector_base<std::vector<char, std::allocator<char> >, std::allocator<std::vector<char, std::allocator<char> > > >::_Vector_impl::~_Vector_impl() [97]
                0.00    0.00       3/6           std::allocator<std::vector<char, std::allocator<char> > >::~allocator() [71]
-----------------------------------------------
                0.00    0.00       3/3           std::_Vector_base<std::vector<char, std::allocator<char> >, std::allocator<std::vector<char, std::allocator<char> > > >::~_Vector_base() [99]
[98]     0.0    0.00    0.00       3         std::_Vector_base<std::vector<char, std::allocator<char> >, std::allocator<std::vector<char, std::allocator<char> > > >::_M_deallocate(std::vector<char, std::allocator<char> >*, unsigned long) [98]
                0.00    0.00       1/1           std::allocator_traits<std::allocator<std::vector<char, std::allocator<char> > > >::deallocate(std::allocator<std::vector<char, std::allocator<char> > >&, std::vector<char, std::allocator<char> >*, unsigned long) [136]
-----------------------------------------------
                0.00    0.00       3/3           std::vector<std::vector<char, std::allocator<char> >, std::allocator<std::vector<char, std::allocator<char> > > >::~vector() [111]
[99]     0.0    0.00    0.00       3         std::_Vector_base<std::vector<char, std::allocator<char> >, std::allocator<std::vector<char, std::allocator<char> > > >::~_Vector_base() [99]
                0.00    0.00       3/3           std::_Vector_base<std::vector<char, std::allocator<char> >, std::allocator<std::vector<char, std::allocator<char> > > >::_M_deallocate(std::vector<char, std::allocator<char> >*, unsigned long) [98]
                0.00    0.00       3/3           std::_Vector_base<std::vector<char, std::allocator<char> >, std::allocator<std::vector<char, std::allocator<char> > > >::_Vector_impl::~_Vector_impl() [97]
-----------------------------------------------
                0.00    0.00       3/3           Computer::hasThreeConsecutive[abi:cxx11](ConnectFourBoard const&, char) const [41]
[100]    0.0    0.00    0.00       3         std::pair<int, int>::pair<int&, int&, true>(int&, int&) [100]
                0.00    0.00       6/7           int& std::forward<int&>(std::remove_reference<int&>::type&) [64]
-----------------------------------------------
                0.00    0.00       3/3           void std::_Destroy<std::vector<char, std::allocator<char> >*, std::vector<char, std::allocator<char> > >(std::vector<char, std::allocator<char> >*, std::vector<char, std::allocator<char> >*, std::allocator<std::vector<char, std::allocator<char> > >&) [102]
[101]    0.0    0.00    0.00       3         void std::_Destroy<std::vector<char, std::allocator<char> >*>(std::vector<char, std::allocator<char> >*, std::vector<char, std::allocator<char> >*) [101]
                0.00    0.00       3/3           void std::_Destroy_aux<false>::__destroy<std::vector<char, std::allocator<char> >*>(std::vector<char, std::allocator<char> >*, std::vector<char, std::allocator<char> >*) [96]
-----------------------------------------------
                0.00    0.00       3/3           std::vector<std::vector<char, std::allocator<char> >, std::allocator<std::vector<char, std::allocator<char> > > >::~vector() [111]
[102]    0.0    0.00    0.00       3         void std::_Destroy<std::vector<char, std::allocator<char> >*, std::vector<char, std::allocator<char> > >(std::vector<char, std::allocator<char> >*, std::vector<char, std::allocator<char> >*, std::allocator<std::vector<char, std::allocator<char> > >&) [102]
                0.00    0.00       3/3           void std::_Destroy<std::vector<char, std::allocator<char> >*>(std::vector<char, std::allocator<char> >*, std::vector<char, std::allocator<char> >*) [101]
-----------------------------------------------
                0.00    0.00       2/2           Computer::makeMove(ConnectFourBoard&) [39]
[103]    0.0    0.00    0.00       2         ConnectFourBoard::dropDiscToColumn(int, int, char) [103]
                0.00    0.00       6/78          std::vector<std::vector<char, std::allocator<char> >, std::allocator<std::vector<char, std::allocator<char> > > >::operator[](unsigned long) [21]
                0.00    0.00       6/78          std::vector<char, std::allocator<char> >::operator[](unsigned long) [22]
                0.00    0.00       2/15          ConnectFourBoard::isColumnFull(int) const [31]
-----------------------------------------------
                0.00    0.00       2/2           std::allocator<std::vector<char, std::allocator<char> > >::allocator() [106]
[104]    0.0    0.00    0.00       2         __gnu_cxx::new_allocator<std::vector<char, std::allocator<char> > >::new_allocator() [104]
-----------------------------------------------
                0.00    0.00       1/2           __gnu_cxx::new_allocator<std::vector<char, std::allocator<char> > >::max_size() const [126]
                0.00    0.00       1/2           __gnu_cxx::new_allocator<std::vector<char, std::allocator<char> > >::allocate(unsigned long, void const*) [125]
[105]    0.0    0.00    0.00       2         __gnu_cxx::new_allocator<std::vector<char, std::allocator<char> > >::_M_max_size() const [105]
-----------------------------------------------
                0.00    0.00       1/2           ConnectFourBoard::initBoard() [121]
                0.00    0.00       1/2           std::_Vector_base<std::vector<char, std::allocator<char> >, std::allocator<std::vector<char, std::allocator<char> > > >::_Vector_impl::_Vector_impl() [131]
[106]    0.0    0.00    0.00       2         std::allocator<std::vector<char, std::allocator<char> > >::allocator() [106]
                0.00    0.00       2/2           __gnu_cxx::new_allocator<std::vector<char, std::allocator<char> > >::new_allocator() [104]
-----------------------------------------------
                0.00    0.00       1/2           std::_Vector_base<std::vector<char, std::allocator<char> >, std::allocator<std::vector<char, std::allocator<char> > > >::_Vector_base(unsigned long, std::allocator<std::vector<char, std::allocator<char> > > const&) [133]
                0.00    0.00       1/2           std::_Vector_base<std::vector<char, std::allocator<char> >, std::allocator<std::vector<char, std::allocator<char> > > >::_Vector_base(std::allocator<std::vector<char, std::allocator<char> > > const&) [134]
[107]    0.0    0.00    0.00       2         std::_Vector_base<std::vector<char, std::allocator<char> >, std::allocator<std::vector<char, std::allocator<char> > > >::_Vector_impl::_Vector_impl(std::allocator<std::vector<char, std::allocator<char> > > const&) [107]
                0.00    0.00       2/4           std::allocator<std::vector<char, std::allocator<char> > >::allocator(std::allocator<std::vector<char, std::allocator<char> > > const&) [92]
                0.00    0.00       2/5           std::_Vector_base<std::vector<char, std::allocator<char> >, std::allocator<std::vector<char, std::allocator<char> > > >::_Vector_impl_data::_Vector_impl_data() [90]
-----------------------------------------------
                0.00    0.00       2/2           std::vector<std::vector<char, std::allocator<char> >, std::allocator<std::vector<char, std::allocator<char> > > >::_M_move_assign(std::vector<std::vector<char, std::allocator<char> >, std::allocator<std::vector<char, std::allocator<char> > > >&&, std::integral_constant<bool, true>) [144]
[108]    0.0    0.00    0.00       2         std::_Vector_base<std::vector<char, std::allocator<char> >, std::allocator<std::vector<char, std::allocator<char> > > >::_Vector_impl_data::_M_swap_data(std::_Vector_base<std::vector<char, std::allocator<char> >, std::allocator<std::vector<char, std::allocator<char> > > >::_Vector_impl_data&) [108]
                0.00    0.00       6/6           std::_Vector_base<std::vector<char, std::allocator<char> >, std::allocator<std::vector<char, std::allocator<char> > > >::_Vector_impl_data::_M_copy_data(std::_Vector_base<std::vector<char, std::allocator<char> >, std::allocator<std::vector<char, std::allocator<char> > > >::_Vector_impl_data const&) [73]
                0.00    0.00       2/5           std::_Vector_base<std::vector<char, std::allocator<char> >, std::allocator<std::vector<char, std::allocator<char> > > >::_Vector_impl_data::_Vector_impl_data() [90]
-----------------------------------------------
                0.00    0.00       2/2           Computer::hasThreeConsecutive[abi:cxx11](ConnectFourBoard const&, char) const [41]
[109]    0.0    0.00    0.00       2         std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<int, int> >::pair<char const (&) [7], true>(char const (&) [7], std::pair<int, int> const&) [109]
                0.00    0.00       2/2           char const (&std::forward<char const (&) [7]>(std::remove_reference<char const (&) [7]>::type&)) [7] [114]
                0.00    0.00       2/8           std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string<std::allocator<char> >(char const*, std::allocator<char> const&) [46]
-----------------------------------------------
                0.00    0.00       2/2           Computer::hasThreeConsecutive[abi:cxx11](ConnectFourBoard const&, char) const [41]
[110]    0.0    0.00    0.00       2         std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<int, int> >::pair<char const (&) [4], true>(char const (&) [4], std::pair<int, int> const&) [110]
                0.00    0.00       2/2           char const (&std::forward<char const (&) [4]>(std::remove_reference<char const (&) [4]>::type&)) [4] [113]
                0.00    0.00       2/8           std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string<std::allocator<char> >(char const*, std::allocator<char> const&) [46]
-----------------------------------------------
                0.00    0.00       1/2           ConnectFourBoard::initBoard() [121]
                0.00    0.00       1/2           std::vector<std::vector<char, std::allocator<char> >, std::allocator<std::vector<char, std::allocator<char> > > >::_M_move_assign(std::vector<std::vector<char, std::allocator<char> >, std::allocator<std::vector<char, std::allocator<char> > > >&&, std::integral_constant<bool, true>) [144]
[111]    0.0    0.00    0.00       2         std::vector<std::vector<char, std::allocator<char> >, std::allocator<std::vector<char, std::allocator<char> > > >::~vector() [111]
                0.00    0.00       3/6           std::_Vector_base<std::vector<char, std::allocator<char> >, std::allocator<std::vector<char, std::allocator<char> > > >::_M_get_Tp_allocator() [74]
                0.00    0.00       3/3           std::_Vector_base<std::vector<char, std::allocator<char> >, std::allocator<std::vector<char, std::allocator<char> > > >::~_Vector_base() [99]
                0.00    0.00       3/3           void std::_Destroy<std::vector<char, std::allocator<char> >*, std::vector<char, std::allocator<char> > >(std::vector<char, std::allocator<char> >*, std::vector<char, std::allocator<char> >*, std::allocator<std::vector<char, std::allocator<char> > >&) [102]
-----------------------------------------------
                0.00    0.00       1/2           std::vector<char, std::allocator<char> >::_S_max_size(std::allocator<char> const&) [151]
                0.00    0.00       1/2           std::vector<std::vector<char, std::allocator<char> >, std::allocator<std::vector<char, std::allocator<char> > > >::_S_max_size(std::allocator<std::vector<char, std::allocator<char> > > const&) [143]
[112]    0.0    0.00    0.00       2         unsigned long const& std::min<unsigned long>(unsigned long const&, unsigned long const&) [112]
-----------------------------------------------
                0.00    0.00       2/2           std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<int, int> >::pair<char const (&) [4], true>(char const (&) [4], std::pair<int, int> const&) [110]
[113]    0.0    0.00    0.00       2         char const (&std::forward<char const (&) [4]>(std::remove_reference<char const (&) [4]>::type&)) [4] [113]
-----------------------------------------------
